work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,EX,PT,Cloud Architect,13941128.27,INR,166959.62,India,0,India,L
2025,SE,CT,Data Scientist,11488365.87,INR,137585.22,India,100,India,M
2025,EN,PT,Data Engineer,134849.9,USD,134849.9,USA,50,USA,XL
2025,EN,CT,Backend Developer,133235.46,SGD,98692.93,Singapore,50,Singapore,L
2025,EX,FT,QA Engineer,78059.71,EUR,83935.17,Germany,0,Germany,XL
2025,MI,PT,IT Project Manager,138160.49,CAD,102341.1,Canada,50,Canada,XL
2025,EN,PT,DevOps Engineer,200119.07,AUD,131657.28,Australia,0,Australia,S
2025,SE,FL,Product Manager,2860332.3,ZAR,158907.35,South Africa,0,South Africa,S
2025,EN,CT,Data Scientist,196420.95,SGD,145497.0,Singapore,100,Singapore,S
2025,EX,CT,ML Engineer,131914.85,USD,131914.85,USA,50,USA,XL
2025,SE,FL,ML Engineer,10755427.92,INR,128807.52,India,0,India,S
2025,MI,FL,ML Engineer,155808.66,CAD,115413.82,Canada,50,Canada,M
2025,MI,PT,Full Stack Developer,17916948.19,JPY,113903.04,Japan,100,Japan,S
2025,EX,CT,ML Engineer,1951712.28,ZAR,108428.46,South Africa,100,South Africa,L
2025,EX,CT,QA Engineer,11192355.89,JPY,71152.93,Japan,50,Japan,XL
2025,MI,FL,AI Researcher,214541.02,AUD,141145.41,Australia,50,Australia,XL
2025,SE,FT,Software Engineer,117530.33,SGD,87059.5,Singapore,50,Singapore,XL
2025,SE,FL,Data Scientist,11500986.89,INR,137736.37,India,50,India,M
2025,SE,PT,Product Manager,144677.34,EUR,155567.03,Germany,100,Germany,S
2025,MI,FL,QA Engineer,85466.09,GBP,108184.92,UK,100,UK,XL
2025,EX,PT,ML Engineer,142193.36,EUR,152896.09,Germany,100,Germany,XL
2025,MI,FL,Product Manager,175735.94,AUD,115615.75,Australia,50,Australia,XL
2025,EX,CT,Systems Administrator,11863175.9,JPY,75417.52,Japan,100,Japan,S
2025,EX,PT,Cloud Architect,25827384.3,JPY,164191.89,Japan,50,Japan,M
2025,MI,CT,Data Engineer,637492.16,BRL,117618.48,Brazil,100,Brazil,XL
2025,EX,FL,AI Researcher,152901.86,CAD,113260.64,Canada,0,Canada,L
2025,EX,FL,Backend Developer,1906772.58,ZAR,105931.81,South Africa,0,South Africa,L
2025,MI,CT,ML Engineer,162500.99,CAD,120371.1,Canada,0,Canada,S
2025,EN,PT,Business Intelligence Analyst,86977.21,GBP,110097.74,UK,100,UK,S
2025,SE,PT,Software Engineer,127831.39,CAD,94689.92,Canada,0,Canada,XL
2025,EX,FL,AI Researcher,170426.12,AUD,112122.45,Australia,50,Australia,XL
2025,MI,PT,Cloud Architect,128296.32,USD,128296.32,USA,50,USA,S
2025,EN,PT,Cloud Architect,150881.67,EUR,162238.35,Germany,0,Germany,M
2025,EN,FT,Frontend Developer,489707.84,BRL,90352.0,Brazil,50,Brazil,M
2025,MI,FL,ML Engineer,138290.77,EUR,148699.75,Germany,50,Germany,L
2025,EN,PT,Product Manager,225574.13,AUD,148404.03,Australia,100,Australia,XL
2025,MI,FT,Cloud Architect,157678.83,EUR,169547.13,Germany,0,Germany,M
2025,MI,PT,Systems Administrator,1780494.84,ZAR,98916.38,South Africa,50,South Africa,XL
2025,EX,FT,DevOps Engineer,172802.57,SGD,128001.9,Singapore,0,Singapore,L
2025,SE,PT,IT Project Manager,122707.98,EUR,131944.06,Germany,50,Germany,M
2025,SE,PT,ML Engineer,135582.78,USD,135582.78,USA,0,USA,S
2025,EN,CT,Backend Developer,19494577.53,JPY,123932.47,Japan,0,Japan,L
2025,EN,FL,DevOps Engineer,702030.27,BRL,129525.88,Brazil,50,Brazil,S
2025,EX,FL,AI Researcher,180064.76,AUD,118463.66,Australia,100,Australia,L
2025,EX,CT,Backend Developer,156443.49,AUD,102923.35,Australia,100,Australia,L
2025,SE,FT,QA Engineer,110452.38,AUD,72666.04,Australia,100,Australia,S
2025,EN,FT,Cybersecurity Analyst,129011.2,EUR,138721.72,Germany,100,Germany,M
2025,MI,FT,Business Intelligence Analyst,123237.36,SGD,91286.93,Singapore,100,Singapore,S
2025,MI,PT,DevOps Engineer,90379.13,EUR,97181.86,Germany,50,Germany,S
2025,SE,FT,Data Engineer,80148.28,GBP,101453.52,UK,0,UK,L
2025,EN,FT,Data Scientist,10778600.01,INR,129085.03,India,100,India,L
2025,EN,PT,Software Engineer,117692.79,USD,117692.79,USA,100,USA,L
2025,SE,FL,QA Engineer,587118.52,BRL,108324.45,Brazil,50,Brazil,XL
2025,EX,CT,Full Stack Developer,93205.9,EUR,100221.4,Germany,0,Germany,XL
2025,EX,PT,Full Stack Developer,674270.44,BRL,124404.14,Brazil,100,Brazil,S
2025,MI,PT,IT Project Manager,10170694.12,INR,121804.72,India,0,India,M
2025,MI,CT,QA Engineer,6504327.69,INR,77896.14,India,100,India,M
2025,EX,FT,Data Engineer,572484.14,BRL,105624.38,Brazil,0,Brazil,L
2025,EN,CT,Systems Administrator,74192.78,GBP,93914.91,UK,100,UK,S
2025,SE,FL,Cybersecurity Analyst,21927788.31,JPY,139401.07,Japan,100,Japan,L
2025,EX,FT,Product Manager,134356.0,USD,134356.0,USA,50,USA,M
2025,EX,CT,Frontend Developer,161801.81,CAD,119853.19,Canada,50,Canada,M
2025,MI,CT,Cybersecurity Analyst,146545.47,SGD,108552.2,Singapore,0,Singapore,M
2025,SE,CT,Data Engineer,105865.95,EUR,113834.35,Germany,0,Germany,S
2025,SE,FT,Cloud Architect,156442.33,EUR,168217.56,Germany,0,Germany,S
2025,EX,FT,Frontend Developer,116222.65,SGD,86090.85,Singapore,0,Singapore,M
2025,SE,FL,Product Manager,120339.32,EUR,129397.12,Germany,50,Germany,M
2025,SE,PT,Cybersecurity Analyst,172012.79,SGD,127416.88,Singapore,0,Singapore,L
2025,EX,CT,AI Researcher,12400147.46,INR,148504.76,India,0,India,L
2025,MI,FL,Backend Developer,104873.08,GBP,132750.74,UK,50,UK,S
2025,SE,PT,Full Stack Developer,2193419.7,ZAR,121856.65,South Africa,0,South Africa,XL
2025,SE,FT,Systems Administrator,12799872.23,JPY,81372.36,Japan,100,Japan,M
2025,SE,CT,Systems Administrator,418477.44,BRL,77209.86,Brazil,100,Brazil,S
2025,EN,PT,Product Manager,118947.23,USD,118947.23,USA,0,USA,M
2025,SE,CT,Product Manager,200588.91,CAD,148584.38,Canada,50,Canada,M
2025,EX,FT,IT Project Manager,2347913.16,ZAR,130439.62,South Africa,0,South Africa,XL
2025,EX,PT,QA Engineer,103633.22,CAD,76765.35,Canada,0,Canada,L
2025,EN,FL,QA Engineer,143799.75,CAD,106518.33,Canada,100,Canada,XL
2025,MI,PT,Systems Administrator,62050.62,GBP,78545.09,UK,50,UK,M
2025,SE,CT,Software Engineer,85016.01,EUR,91415.06,Germany,100,Germany,M
2025,SE,FL,Full Stack Developer,682423.15,BRL,125908.33,Brazil,50,Brazil,S
2025,SE,FL,Backend Developer,134967.17,USD,134967.17,USA,100,USA,S
2025,EN,FL,Full Stack Developer,123960.39,CAD,91822.51,Canada,0,Canada,M
2025,SE,FT,Data Engineer,633558.87,BRL,116892.78,Brazil,0,Brazil,M
2025,EN,FT,AI Researcher,11758740.54,INR,140823.24,India,50,India,M
2025,EN,PT,Business Intelligence Analyst,152808.26,AUD,100531.75,Australia,50,Australia,S
2025,EN,FL,Cybersecurity Analyst,144525.33,SGD,107055.8,Singapore,50,Singapore,M
2025,MI,PT,Cybersecurity Analyst,538064.43,BRL,99273.88,Brazil,50,Brazil,S
2025,MI,FT,Backend Developer,17617195.74,JPY,111997.43,Japan,100,Japan,L
2025,EX,FL,Product Manager,198357.57,AUD,130498.4,Australia,100,Australia,XL
2025,EX,CT,Product Manager,153170.61,SGD,113459.71,Singapore,50,Singapore,XL
2025,EX,FL,Cybersecurity Analyst,117682.79,USD,117682.79,USA,0,USA,M
2025,EX,CT,Frontend Developer,104503.77,EUR,112369.65,Germany,50,Germany,XL
2025,SE,FT,Systems Administrator,13977560.03,JPY,88859.25,Japan,50,Japan,XL
2025,EX,FL,Business Intelligence Analyst,176581.65,AUD,116172.14,Australia,100,Australia,M
2025,EN,PT,Business Intelligence Analyst,153554.52,CAD,113744.09,Canada,100,Canada,L
2025,SE,FL,AI Researcher,2252765.16,ZAR,125153.62,South Africa,100,South Africa,S
2025,EX,CT,IT Project Manager,216473.38,AUD,142416.7,Australia,0,Australia,M
2025,SE,PT,Product Manager,199540.33,AUD,131276.53,Australia,0,Australia,L
2025,EN,FT,Data Engineer,545609.83,BRL,100666.02,Brazil,0,Brazil,M
2025,SE,FL,Full Stack Developer,76915.42,GBP,97361.29,UK,50,UK,S
2025,EX,PT,ML Engineer,653753.41,BRL,120618.71,Brazil,100,Brazil,M
2025,MI,FT,Product Manager,110457.31,USD,110457.31,USA,0,USA,S
2025,SE,FL,IT Project Manager,577597.15,BRL,106567.74,Brazil,100,Brazil,M
2025,SE,CT,Software Engineer,2218325.04,ZAR,123240.28,South Africa,0,South Africa,M
2025,SE,FT,Data Scientist,10213837.73,INR,122321.41,India,0,India,M
2025,MI,FL,Backend Developer,2189156.94,ZAR,121619.83,South Africa,50,South Africa,XL
2025,EN,CT,ML Engineer,109002.19,EUR,117206.66,Germany,0,Germany,XL
2025,EN,FT,Software Engineer,69710.49,GBP,88241.13,UK,50,UK,XL
2025,EN,PT,IT Project Manager,2475310.32,ZAR,137517.24,South Africa,0,South Africa,L
2025,EN,PT,ML Engineer,9472379.45,INR,113441.67,India,100,India,M
2025,EN,FL,Frontend Developer,79455.62,GBP,100576.74,UK,50,UK,S
2025,EN,FT,Business Intelligence Analyst,18707297.32,JPY,118927.51,Japan,0,Japan,M
2025,MI,CT,Full Stack Developer,644319.79,BRL,118878.19,Brazil,50,Brazil,L
2025,SE,CT,AI Researcher,166033.89,USD,166033.89,USA,0,USA,XL
2025,EX,FL,Cloud Architect,133126.49,EUR,143146.76,Germany,100,Germany,S
2025,EN,FL,Product Manager,83373.98,GBP,105536.68,UK,100,UK,L
2025,EX,CT,Cloud Architect,231844.3,CAD,171736.52,Canada,100,Canada,M
2025,EX,CT,IT Project Manager,162690.44,CAD,120511.44,Canada,0,Canada,M
2025,EN,FT,Systems Administrator,8053443.9,INR,96448.43,India,100,India,L
2025,EN,FT,DevOps Engineer,613622.1,BRL,113214.41,Brazil,50,Brazil,L
2025,MI,FL,IT Project Manager,112945.49,GBP,142968.97,UK,50,UK,L
2025,MI,FL,AI Researcher,91792.04,GBP,116192.45,UK,0,UK,S
2025,EX,CT,Cloud Architect,19175499.2,JPY,121904.0,Japan,100,Japan,S
2025,SE,FT,Product Manager,166061.08,AUD,109250.71,Australia,50,Australia,S
2025,EX,FT,Cloud Architect,173211.14,SGD,128304.55,Singapore,0,Singapore,L
2025,SE,FL,Data Engineer,15694259.87,JPY,99772.79,Japan,100,Japan,S
2025,EX,CT,Cybersecurity Analyst,103205.82,EUR,110974.0,Germany,50,Germany,M
2025,SE,CT,Frontend Developer,15428050.07,JPY,98080.42,Japan,0,Japan,XL
2025,EX,PT,Software Engineer,14076234.32,JPY,89486.55,Japan,0,Japan,M
2025,MI,CT,Systems Administrator,1526034.24,ZAR,84779.68,South Africa,50,South Africa,L
2025,MI,FL,QA Engineer,80711.87,GBP,102166.92,UK,50,UK,XL
2025,EX,CT,ML Engineer,17545827.16,JPY,111543.72,Japan,100,Japan,S
2025,EN,FT,Business Intelligence Analyst,8726253.51,INR,104506.03,India,50,India,M
2025,EX,FT,Frontend Developer,80838.19,EUR,86922.78,Germany,50,Germany,L
2025,EX,FL,DevOps Engineer,175881.47,SGD,130282.57,Singapore,100,Singapore,XL
2025,EN,FL,Frontend Developer,8229851.85,INR,98561.1,India,100,India,S
2025,EX,FL,Business Intelligence Analyst,163249.8,CAD,120925.78,Canada,100,Canada,S
2025,EN,FT,DevOps Engineer,10841624.13,INR,129839.81,India,50,India,L
2025,SE,FT,DevOps Engineer,119808.5,USD,119808.5,USA,0,USA,S
2025,EN,PT,Data Scientist,93820.91,EUR,100882.7,Germany,0,Germany,M
2025,SE,CT,Cybersecurity Analyst,139319.58,AUD,91657.62,Australia,100,Australia,XL
2025,EN,PT,AI Researcher,103298.99,GBP,130758.21,UK,50,UK,L
2025,EX,PT,QA Engineer,388199.53,BRL,71623.53,Brazil,50,Brazil,M
2025,EX,PT,QA Engineer,108344.3,CAD,80255.04,Canada,50,Canada,XL
2025,MI,PT,ML Engineer,2010793.32,ZAR,111710.74,South Africa,0,South Africa,S
2025,MI,CT,DevOps Engineer,15678287.63,JPY,99671.25,Japan,50,Japan,XL
2025,SE,CT,Product Manager,788388.65,BRL,145459.16,Brazil,100,Brazil,XL
2025,MI,CT,ML Engineer,147203.29,EUR,158283.11,Germany,0,Germany,L
2025,MI,CT,Business Intelligence Analyst,490816.39,BRL,90556.53,Brazil,0,Brazil,S
2025,EN,PT,QA Engineer,62346.0,GBP,78918.99,UK,50,UK,L
2025,MI,CT,ML Engineer,136491.26,EUR,146764.8,Germany,100,Germany,S
2025,SE,FL,Software Engineer,78674.88,GBP,99588.45,UK,50,UK,S
2025,SE,CT,Full Stack Developer,108316.05,USD,108316.05,USA,100,USA,XL
2025,EX,PT,Cloud Architect,228738.14,CAD,169435.66,Canada,50,Canada,L
2025,EN,FL,Data Scientist,127353.86,EUR,136939.63,Germany,50,Germany,L
2025,EN,CT,Full Stack Developer,2306055.6,ZAR,128114.2,South Africa,100,South Africa,XL
2025,SE,PT,Data Scientist,219378.53,AUD,144327.98,Australia,50,Australia,L
2025,MI,PT,Data Scientist,1728098.1,ZAR,96005.45,South Africa,50,South Africa,XL
2025,EX,PT,Business Intelligence Analyst,84151.58,GBP,106520.99,UK,100,UK,L
2025,EX,CT,DevOps Engineer,108002.27,USD,108002.27,USA,0,USA,M
2025,SE,FL,Frontend Developer,17078749.97,JPY,108574.38,Japan,100,Japan,L
2025,EX,FL,Frontend Developer,108135.15,SGD,80100.11,Singapore,50,Singapore,M
2025,EX,FT,Software Engineer,2365089.48,ZAR,131393.86,South Africa,50,South Africa,M
2025,EX,CT,Product Manager,23027036.89,JPY,146389.3,Japan,0,Japan,L
2025,EX,FL,Cybersecurity Analyst,120259.38,USD,120259.38,USA,100,USA,S
2025,SE,FT,DevOps Engineer,124745.58,USD,124745.58,USA,50,USA,S
2025,EN,PT,Cloud Architect,242771.49,CAD,179830.73,Canada,50,Canada,L
2025,SE,CT,Systems Administrator,117366.72,SGD,86938.31,Singapore,0,Singapore,XL
2025,MI,FT,DevOps Engineer,172617.58,AUD,113564.2,Australia,0,Australia,S
2025,EX,CT,Cybersecurity Analyst,99260.22,EUR,106731.42,Germany,100,Germany,M
2025,MI,PT,Data Scientist,11053386.82,INR,132375.89,India,0,India,L
2025,EX,CT,QA Engineer,71485.31,GBP,90487.74,UK,50,UK,S
2025,SE,FL,Software Engineer,91145.13,EUR,98005.52,Germany,50,Germany,M
2025,MI,PT,Software Engineer,92242.64,GBP,116762.84,UK,0,UK,M
2025,EX,FL,Software Engineer,174150.93,SGD,129000.69,Singapore,50,Singapore,L
2025,EX,PT,Backend Developer,108377.64,USD,108377.64,USA,50,USA,M
2025,EX,FT,ML Engineer,101228.28,EUR,108847.61,Germany,50,Germany,L
2025,EX,PT,Data Scientist,108365.61,EUR,116522.16,Germany,0,Germany,XL
2025,EX,FT,Systems Administrator,131011.99,AUD,86192.1,Australia,50,Australia,M
2025,EN,PT,ML Engineer,2111111.28,ZAR,117283.96,South Africa,0,South Africa,S
2025,MI,PT,Systems Administrator,131465.71,AUD,86490.6,Australia,50,Australia,XL
2025,MI,FT,Software Engineer,117034.2,USD,117034.2,USA,100,USA,M
2025,EN,PT,Backend Developer,2086902.9,ZAR,115939.05,South Africa,0,South Africa,XL
2025,SE,FT,ML Engineer,215871.08,AUD,142020.45,Australia,100,Australia,M
2025,EN,FL,Software Engineer,171590.97,SGD,127104.42,Singapore,0,Singapore,XL
2025,EN,CT,Product Manager,197052.13,CAD,145964.54,Canada,0,Canada,M
2025,EN,PT,Backend Developer,595296.32,BRL,109833.27,Brazil,50,Brazil,XL
2025,SE,CT,AI Researcher,171788.43,CAD,127250.69,Canada,100,Canada,XL
2025,EX,PT,DevOps Engineer,657111.15,BRL,121238.22,Brazil,0,Brazil,M
2025,EX,PT,QA Engineer,81794.56,GBP,103537.42,UK,100,UK,M
2025,EN,CT,Full Stack Developer,558818.53,BRL,103103.05,Brazil,0,Brazil,M
2025,EX,PT,ML Engineer,10905869.04,INR,130609.21,India,100,India,M
2025,EN,FL,IT Project Manager,201214.2,AUD,132377.76,Australia,0,Australia,S
2025,MI,CT,Data Scientist,186957.23,CAD,138486.84,Canada,0,Canada,S
2025,SE,PT,Backend Developer,167159.74,SGD,123822.03,Singapore,50,Singapore,XL
2025,EX,PT,Full Stack Developer,126501.33,SGD,93704.69,Singapore,100,Singapore,XL
2025,MI,PT,QA Engineer,475855.51,BRL,87796.22,Brazil,0,Brazil,XL
2025,EN,FT,Backend Developer,119835.59,SGD,88767.1,Singapore,50,Singapore,XL
2025,SE,CT,Cybersecurity Analyst,674903.98,BRL,124521.03,Brazil,50,Brazil,M
2025,SE,CT,Cloud Architect,137606.16,GBP,174185.01,UK,50,UK,L
2025,EN,CT,Product Manager,147626.81,CAD,109353.19,Canada,100,Canada,L
2025,SE,CT,Systems Administrator,15289306.75,JPY,97198.39,Japan,50,Japan,S
2025,SE,PT,Backend Developer,2181985.02,ZAR,121221.39,South Africa,50,South Africa,M
2025,EX,CT,Product Manager,204842.71,SGD,151735.34,Singapore,50,Singapore,M
2025,MI,CT,Cloud Architect,176333.16,USD,176333.16,USA,100,USA,M
2025,SE,FT,ML Engineer,121152.32,GBP,153357.37,UK,0,UK,XL
2025,MI,FL,Systems Administrator,80842.92,EUR,86927.87,Germany,50,Germany,M
2025,EN,FT,Backend Developer,492289.71,BRL,90828.36,Brazil,0,Brazil,M
2025,EX,FL,Cybersecurity Analyst,92632.44,GBP,117256.25,UK,0,UK,L
2025,SE,PT,Cybersecurity Analyst,594441.43,BRL,109675.54,Brazil,100,Brazil,L
2025,SE,FT,Systems Administrator,8398805.75,INR,100584.5,India,100,India,XL
2025,EX,FL,Systems Administrator,132360.51,AUD,87079.28,Australia,0,Australia,L
2025,EN,CT,Backend Developer,9856647.28,INR,118043.68,India,0,India,XL
2025,MI,FL,Frontend Developer,9815374.9,INR,117549.4,India,0,India,L
2025,MI,FT,Data Engineer,98072.69,GBP,124142.65,UK,0,UK,XL
2025,SE,CT,AI Researcher,124338.34,GBP,157390.31,UK,50,UK,XL
2025,EN,FL,QA Engineer,155019.46,AUD,101986.49,Australia,0,Australia,M
2025,EN,FT,Full Stack Developer,8966510.56,INR,107383.36,India,50,India,L
2025,MI,FT,ML Engineer,220969.85,AUD,145374.9,Australia,0,Australia,S
2025,EX,FL,Full Stack Developer,115669.17,CAD,85680.87,Canada,100,Canada,L
2025,SE,FL,Data Scientist,149107.91,AUD,98097.31,Australia,50,Australia,L
2025,EN,PT,AI Researcher,107898.88,EUR,116020.3,Germany,0,Germany,L
2025,MI,PT,Software Engineer,156218.81,AUD,102775.53,Australia,50,Australia,XL
2025,EX,FL,ML Engineer,146036.39,USD,146036.39,USA,0,USA,S
2025,SE,FL,Business Intelligence Analyst,131202.06,CAD,97186.71,Canada,50,Canada,M
2025,MI,FL,Software Engineer,625377.7,BRL,115383.34,Brazil,50,Brazil,L
2025,SE,CT,Systems Administrator,549244.37,BRL,101336.6,Brazil,50,Brazil,L
2025,MI,FT,Systems Administrator,133097.32,SGD,98590.61,Singapore,100,Singapore,XL
2025,EX,FL,QA Engineer,8827032.16,INR,105712.96,India,0,India,L
2025,SE,FT,ML Engineer,104640.38,GBP,132456.18,UK,0,UK,M
2025,EN,FT,ML Engineer,707232.6,BRL,130485.72,Brazil,50,Brazil,XL
2025,SE,PT,ML Engineer,21322573.41,JPY,135553.55,Japan,100,Japan,L
2025,SE,FT,QA Engineer,86356.09,EUR,92856.01,Germany,50,Germany,XL
2025,MI,CT,Cybersecurity Analyst,139310.1,AUD,91651.38,Australia,50,Australia,S
2025,EN,FT,AI Researcher,13466804.02,INR,161279.09,India,0,India,XL
2025,SE,FL,Data Engineer,529814.27,BRL,97751.71,Brazil,50,Brazil,S
2025,EN,FT,Full Stack Developer,97728.76,GBP,123707.29,UK,50,UK,M
2025,EX,FT,Business Intelligence Analyst,70067.3,GBP,88692.78,UK,100,UK,M
2025,EN,PT,Frontend Developer,8561766.86,INR,102536.13,India,50,India,S
2025,SE,CT,IT Project Manager,16214567.37,JPY,103080.53,Japan,0,Japan,XL
2025,MI,FL,ML Engineer,146789.04,EUR,157837.68,Germany,100,Germany,S
2025,SE,FT,AI Researcher,185548.66,CAD,137443.45,Canada,100,Canada,S
2025,SE,CT,ML Engineer,2171808.0,ZAR,120656.0,South Africa,50,South Africa,S
2025,SE,CT,AI Researcher,11467072.54,INR,137330.21,India,50,India,M
2025,EN,FL,Business Intelligence Analyst,123149.43,SGD,91221.8,Singapore,50,Singapore,L
2025,SE,PT,Frontend Developer,87449.92,USD,87449.92,USA,100,USA,S
2025,EX,FL,Business Intelligence Analyst,107961.98,USD,107961.98,USA,50,USA,XL
2025,EX,PT,Frontend Developer,116474.72,CAD,86277.57,Canada,0,Canada,L
2025,SE,FT,Systems Administrator,137482.02,SGD,101838.53,Singapore,100,Singapore,L
2025,EN,PT,Full Stack Developer,164774.41,SGD,122055.12,Singapore,50,Singapore,XL
2025,EN,CT,Cybersecurity Analyst,157341.04,AUD,103513.84,Australia,100,Australia,XL
2025,MI,FT,Cybersecurity Analyst,95288.47,GBP,120618.32,UK,0,UK,S
2025,EX,FT,Full Stack Developer,118145.14,CAD,87514.92,Canada,100,Canada,M
2025,SE,CT,Software Engineer,2244550.14,ZAR,124697.23,South Africa,0,South Africa,S
2025,SE,PT,Cybersecurity Analyst,2137083.3,ZAR,118726.85,South Africa,100,South Africa,L
2025,EX,FT,AI Researcher,154463.23,USD,154463.23,USA,0,USA,XL
2025,MI,FT,ML Engineer,129528.06,EUR,139277.48,Germany,50,Germany,S
2025,EX,FT,IT Project Manager,189908.66,SGD,140673.08,Singapore,0,Singapore,XL
2025,MI,CT,AI Researcher,210239.8,AUD,138315.66,Australia,100,Australia,L
2025,EX,FT,Software Engineer,8393474.28,INR,100520.65,India,0,India,XL
2025,EX,PT,AI Researcher,24475868.99,JPY,155599.93,Japan,0,Japan,S
2025,MI,CT,Full Stack Developer,94019.43,EUR,101096.16,Germany,100,Germany,S
2025,SE,FL,AI Researcher,153233.41,SGD,113506.23,Singapore,0,Singapore,XL
2025,EN,FL,Data Engineer,124500.31,EUR,133871.3,Germany,0,Germany,S
2025,EX,CT,DevOps Engineer,87271.36,GBP,110470.07,UK,0,UK,M
2025,EN,CT,Data Engineer,108476.26,USD,108476.26,USA,50,USA,S
2025,SE,FL,IT Project Manager,177868.55,AUD,117018.78,Australia,50,Australia,XL
2025,EN,CT,QA Engineer,61717.96,GBP,78124.0,UK,100,UK,M
2025,MI,FT,Systems Administrator,104153.62,USD,104153.62,USA,0,USA,L
2025,EN,PT,Full Stack Developer,112381.12,USD,112381.12,USA,50,USA,XL
2025,EN,PT,Backend Developer,138030.2,AUD,90809.34,Australia,0,Australia,S
2025,SE,CT,Backend Developer,152923.98,CAD,113277.02,Canada,0,Canada,M
2025,EX,PT,Business Intelligence Analyst,13432262.27,JPY,85392.64,Japan,50,Japan,M
2025,MI,PT,Software Engineer,10347439.4,INR,123921.43,India,50,India,M
2025,SE,FT,Data Scientist,123374.13,EUR,132660.35,Germany,0,Germany,S
2025,EN,PT,Full Stack Developer,151935.72,CAD,112544.98,Canada,100,Canada,XL
2025,SE,FT,QA Engineer,109463.2,AUD,72015.26,Australia,100,Australia,L
2025,MI,CT,Full Stack Developer,173340.74,CAD,128400.55,Canada,0,Canada,XL
2025,SE,FL,Cybersecurity Analyst,164977.74,CAD,122205.73,Canada,100,Canada,S
2025,EN,FL,Data Engineer,102688.93,EUR,110418.2,Germany,50,Germany,M
2025,EX,FL,IT Project Manager,153554.08,SGD,113743.76,Singapore,100,Singapore,S
2025,SE,FT,Cloud Architect,25199856.4,JPY,160202.52,Japan,0,Japan,L
2025,MI,CT,Business Intelligence Analyst,87637.46,USD,87637.46,USA,50,USA,M
2025,EN,FL,AI Researcher,2802643.38,ZAR,155702.41,South Africa,100,South Africa,S
2025,SE,PT,IT Project Manager,156786.52,CAD,116138.16,Canada,50,Canada,XL
2025,SE,FL,QA Engineer,130279.05,AUD,85709.9,Australia,0,Australia,XL
2025,MI,PT,DevOps Engineer,123794.68,EUR,133112.56,Germany,100,Germany,L
2025,MI,FT,Data Engineer,80045.6,GBP,101323.55,UK,0,UK,XL
2025,MI,PT,QA Engineer,521560.69,BRL,96228.91,Brazil,100,Brazil,M
2025,EX,PT,IT Project Manager,106910.49,GBP,135329.74,UK,100,UK,L
2025,SE,FL,Cloud Architect,18626317.71,JPY,118412.7,Japan,100,Japan,XL
2025,EX,FT,DevOps Engineer,195808.1,AUD,128821.12,Australia,50,Australia,S
2025,EX,FL,Software Engineer,1586121.12,ZAR,88117.84,South Africa,0,South Africa,L
2025,EN,PT,Data Scientist,732970.34,BRL,135234.38,Brazil,50,Brazil,M
2025,EN,FT,QA Engineer,84796.51,USD,84796.51,USA,100,USA,L
2025,EN,FL,Data Engineer,10348873.1,INR,123938.6,India,100,India,S
2025,EN,PT,ML Engineer,21492092.48,JPY,136631.23,Japan,100,Japan,S
2025,MI,FT,Full Stack Developer,101444.6,GBP,128410.89,UK,100,UK,M
2025,EN,CT,IT Project Manager,136333.87,SGD,100988.05,Singapore,50,Singapore,L
2025,MI,PT,ML Engineer,105110.35,USD,105110.35,USA,50,USA,S
2025,EN,PT,QA Engineer,16759810.07,JPY,106546.79,Japan,0,Japan,M
2025,SE,CT,QA Engineer,95084.31,EUR,102241.19,Germany,50,Germany,S
2025,MI,FT,QA Engineer,75034.76,USD,75034.76,USA,0,USA,XL
2025,EX,PT,ML Engineer,2612587.68,ZAR,145143.76,South Africa,50,South Africa,S
2025,EN,CT,Systems Administrator,88213.38,EUR,94853.1,Germany,0,Germany,L
2025,MI,CT,Data Scientist,508199.74,BRL,93763.79,Brazil,0,Brazil,XL
2025,EX,PT,Backend Developer,179476.99,SGD,132945.92,Singapore,100,Singapore,S
2025,SE,PT,QA Engineer,415428.09,BRL,76647.25,Brazil,100,Brazil,XL
2025,EX,FL,Business Intelligence Analyst,147699.72,SGD,109407.2,Singapore,50,Singapore,L
2025,SE,FT,Cybersecurity Analyst,97098.47,GBP,122909.45,UK,50,UK,XL
2025,EN,FL,DevOps Engineer,106031.73,EUR,114012.61,Germany,100,Germany,L
2025,EX,FL,Data Engineer,149261.93,AUD,98198.64,Australia,0,Australia,M
2025,MI,FT,Full Stack Developer,13714467.91,JPY,87186.7,Japan,50,Japan,M
2025,MI,CT,AI Researcher,26117398.31,JPY,166035.59,Japan,0,Japan,M
2025,EN,PT,Software Engineer,102837.14,GBP,130173.6,UK,0,UK,L
2025,MI,PT,Product Manager,128671.39,EUR,138356.33,Germany,0,Germany,S
2025,EN,CT,Data Engineer,11805638.32,INR,141384.89,India,0,India,S
2025,EN,CT,IT Project Manager,738070.18,BRL,136175.31,Brazil,50,Brazil,S
2025,EN,CT,Cloud Architect,96837.13,GBP,122578.64,UK,0,UK,S
2025,EN,FT,Systems Administrator,116459.21,SGD,86266.08,Singapore,50,Singapore,M
2025,EX,CT,Data Scientist,704497.29,BRL,129981.05,Brazil,0,Brazil,M
2025,EN,CT,QA Engineer,555767.72,BRL,102540.17,Brazil,50,Brazil,L
